"","player","pos","age","bref_team_id","g","gs","mp","fg","fga","fg.","x3p","x3pa","x3p.","x2p","x2pa","x2p.","ft","fta","ft.","orb","drb","trb","ast","stl","blk","tov","pf","pts","table_name","season","data_source","scrape_time"
"7532","Pooh Richardson","PG",32,"LAC",11,0,11.8,1.1,3.3,33.3,0,0.5,0,1.1,2.7,40,0.4,0.4,100,0.1,1.1,1.2,2.7,0.4,0,0.8,0.5,2.5,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7533","Mitch Richmond","SG",33,"WAS",50,50,38.2,6.6,16.1,41.2,1.4,4.4,0,5.2,11.6,44.8,5,5.9,85.7,0.6,2.8,3.4,2.4,1.3,0.2,2.7,2.4,19.7,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7534","Isaiah Rider","SG",27,"POR",47,41,29.5,5.3,12.9,41.2,0.9,2.4,0,4.4,10.5,41.9,2.4,3.1,75.5,1.3,2.9,4.2,2.2,0.5,0.2,2,2.1,13.9,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7535","Eric Riley","C",28,"BOS",35,11,9.6,0.8,1.5,51.9,0,0,0,0.8,1.5,51.9,0.6,0.9,71,1,1.8,2.8,0.4,0.3,0.7,0.7,2.1,2.2,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7536","Stanley Roberts","C",28,"HOU",6,0,5.5,0.8,2.2,38.5,0,0,0,0.8,2.2,38.5,0.7,1.3,50,0.7,1.2,1.8,0,0,0.2,0.7,0.3,2.3,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7537","Clifford Robinson","SF",32,"PHO",50,35,34.8,6,12.6,47.5,1.2,2.8,0,4.8,9.8,49.2,3.3,4.7,69.7,1.4,3.2,4.5,2.6,1.5,1.2,1.8,3.1,16.4,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7538","David Robinson","C",33,"SAS",49,49,31.7,5.5,10.8,50.9,0,0,0,5.5,10.7,51,4.9,7.4,65.8,3,7,10,2.1,1.4,2.4,2.2,2.9,15.8,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7539","Glenn Robinson","SF",26,"MIL",47,47,33.6,7.4,16.1,45.9,0.7,1.7,0,6.7,14.4,46.7,3,3.4,87,1.6,4.3,5.9,2.1,1,0.9,2.3,2.4,18.4,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7540","James Robinson","PG",28,"TOT",31,0,16.3,2.2,6,36.2,0.7,2.4,0,1.5,3.6,41.4,0.9,1.3,68.3,0.6,1.4,2,1.8,0.7,0.3,1.4,1.9,5.9,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7541","Dennis Rodman","PF",37,"LAL",23,11,28.6,0.7,2,34.8,0,0.1,0,0.7,1.9,36.4,0.7,1.7,43.6,2.7,8.5,11.2,1.3,0.4,0.5,1.3,3.1,2.1,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7542","Carlos Rogers","PF",27,"POR",2,0,4,1,1,100,0,0,0,1,1,100,0.5,2,25,0,0.5,0.5,0.5,0,0,0,1,2.5,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7543","Rodney Rogers","SF",27,"LAC",47,7,20.6,2.8,6.3,44.1,0.4,1.3,0,2.4,5,48.3,1.4,2.1,67.3,1.4,2.4,3.8,1.6,1,0.5,1.4,3,7.4,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7544","Sean Rooks","C",29,"LAL",36,0,8.8,0.9,2.2,40.5,0,0.1,0,0.9,2.1,41.6,0.9,1.3,70.8,0.9,1.1,2,0.3,0.1,0.3,0.6,1.7,2.7,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7545","Jalen Rose","SF",26,"IND",49,1,25.3,4.1,10.1,40.3,0.3,1.3,0,3.7,8.8,42.5,2.6,3.2,79.1,0.7,2.4,3.1,1.9,1,0.3,1.5,2.6,11.1,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7546","Malik Rose","PF",24,"SAS",47,0,12.9,2,4.3,46.3,0,0,0,2,4.3,46.5,2.1,3.1,67.1,1.9,2,3.9,0.6,0.9,0.5,1.2,2.6,6,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7547","Bryon Russell","SF",28,"UTA",50,50,35.4,4.3,9.4,46.4,1,2.9,0,3.3,6.4,51.4,2.7,3.4,79.5,1.3,4,5.3,1.5,1.5,0.3,1.5,3.1,12.4,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7548","Arvydas Sabonis","C",34,"POR",50,48,27,4.6,9.6,48.5,0.1,0.5,0,4.5,9.1,49.6,2.7,3.5,77.1,1.8,6.1,7.9,2.4,0.7,1.3,1.7,2.9,12.1,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7549","Jason Sasser","SF",25,"VAN",6,0,6.5,0.8,1.8,45.5,0,0,0,0.8,1.8,45.5,0.2,0.3,50,0.3,0.8,1.2,0.3,0.3,0,0.3,0.7,1.8,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7550","Danny Schayes","C",39,"ORL",19,1,7.5,0.6,1.5,37.9,0,0,0,0.6,1.5,37.9,0.3,0.4,75,0.2,0.6,0.7,0.2,0.1,0.1,0.4,1.2,1.5,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7551","Dwayne Schintzius","C",30,"BOS",16,0,4.2,0.3,1,25,0,0,0,0.3,1,25,0.2,0.3,75,0.4,0.8,1.2,0.5,0,0.2,0.6,1.1,0.7,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7552","Detlef Schrempf","SF",36,"SEA",50,39,35.3,5.2,11,47.2,0.7,1.7,0,4.5,9.3,48.6,4,4.9,82.3,1.5,5.9,7.4,3.7,0.8,0.5,2.1,3,15,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7553","Dennis Scott","SF",30,"TOT",36,9,20.5,2.4,5.9,40.8,1,2.7,0,1.4,3.2,43.1,0.6,0.9,74.2,0.2,1.4,1.6,1.1,0.4,0.1,0.5,1.4,6.5,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7554","Malik Sealy","SF",28,"MIN",31,7,23.6,3.1,7.5,41.1,0.2,0.7,0,2.9,6.7,42.8,1.8,2,90.2,0.7,2.2,3,1.2,1,0.2,1.1,2.2,8.1,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7555","Rony Seikaly","C",33,"NJN",9,0,9.8,0.4,2.2,20,0,0,0,0.4,2.2,20,0.8,2,38.9,0.6,1.8,2.3,0.2,0.4,0.7,1.1,1.7,1.7,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7556","Charles Shackleford","C",32,"CHH",32,4,11.5,1.4,2.8,48.9,0,0,0,1.4,2.8,48.9,0.6,0.9,65.5,1.3,2.8,4,0.4,0.2,0.4,0.8,2.1,3.3,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7557","Brian Shaw","PG",32,"POR",1,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7558","Casey Shaw","C",23,"PHI",9,0,1.6,0.1,0.9,12.5,0,0,0,0.1,0.9,12.5,0,0,0,0.3,0,0.3,0,0,0,0.2,0.2,0.2,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7559","Jeffrey Sheppard","SG",24,"ATL",18,5,10.3,0.8,2.2,38.5,0.1,0.4,0,0.7,1.8,40.6,0.4,0.7,61.5,0.3,0.9,1.2,0.9,0.2,0,0.4,0.7,2.2,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7560","Miles Simon","SG",23,"ORL",5,0,3.8,0.2,1,20,0,0.4,0,0.2,0.6,33.3,0,0,0,0.2,0.2,0.4,0,0.2,0,0.6,0.2,0.4,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7561","Dickey Simpkins","C",26,"CHI",50,35,29,3,6.5,46.3,0,0,0,3,6.5,46.4,3.1,4.8,64.5,2.2,4.6,6.8,1.3,0.7,0.3,1.4,2.6,9.1,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7562","Alvin Sims","SG",24,"PHO",4,0,6.3,1,2.5,40,0.3,0.3,0,0.8,2.3,33.3,0.5,1.3,40,0.8,0.3,1,1.3,0.5,0,1.5,0.5,2.8,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7563","Brian Skinner","PF",22,"LAC",21,0,12.3,1.6,3.4,46.5,0,0,0,1.6,3.4,46.5,1,1.6,60.6,1,1.6,2.5,0,0.5,0.6,0.9,1,4.1,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7564","Reggie Slater","PF",28,"TOR",30,0,8.8,1,2.7,38.3,0,0,0,1,2.7,38.3,1.8,2.8,62.4,1.2,1.1,2.3,0.2,0.1,0.1,0.8,1.7,3.8,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7565","Charles Smith","SG",23,"LAC",23,10,13.8,1.5,4.2,36.1,0.3,1.4,0,1.2,2.8,43.8,0.3,0.7,43.8,0.3,0.7,1,0.6,0.7,0.6,0.9,1.5,3.7,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7566","Joe Smith","C",23,"MIN",43,42,33,5.2,12.1,42.7,0,0.1,0,5.2,12.1,43,3.3,4.4,75.5,3.6,4.7,8.2,1.6,0.7,1.5,1.5,3.4,13.7,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7567","Michael Smith","PF",26,"VAN",48,10,22.9,1.6,3,53.5,0,0,0,1.6,3,53.8,1.6,2.7,59.4,2.8,4.5,7.3,1,1,0.4,1.3,2.2,4.8,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7568","Steve Smith","SG",29,"ATL",36,36,36.5,6,15,40.2,1.3,3.9,0,4.7,11.1,42.4,5.3,6.3,84.9,1.4,2.8,4.2,3.3,1,0.3,2.8,2.8,18.7,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7569","Rik Smits","C",32,"IND",49,49,25.9,6.3,12.9,49,0,0,0,6.3,12.9,49.1,2.2,2.7,81.8,1.5,4.1,5.6,1.1,0.4,1.1,1.5,3.2,14.9,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7570","Eric Snow","PG",25,"PHI",48,48,35.8,3.1,7.3,42.8,0.1,0.4,0,3,6.8,44,2.3,3.1,73.3,0.5,2.9,3.4,6.3,2.1,0,2.3,3.1,8.6,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7571","Felton Spencer","C",31,"GSW",26,0,6.1,0.6,1.3,45.5,0,0,0,0.6,1.3,45.5,0.5,1,46.2,0.7,1.1,1.8,0,0.2,0.4,0.3,1.6,1.6,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7572","Latrell Sprewell","SF",28,"NYK",37,4,33.3,5.8,14,41.5,0.6,2.1,0,5.2,11.9,44,4.2,5.2,81.2,1.1,3.1,4.2,2.5,1.2,0.1,2.1,1.8,16.4,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7573","Ryan Stack","PF",23,"CLE",18,0,11.1,0.8,2.1,37.8,0,0,0,0.8,2.1,37.8,1.1,1.1,95,1.1,0.8,1.9,0.3,0.1,0.6,0.5,1.7,2.6,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7574","Jerry Stackhouse","SG",24,"DET",42,9,28.3,4.3,11.6,37.1,0.8,3,0,3.5,8.6,40.3,5,5.9,85,0.6,1.9,2.5,2.8,0.8,0.5,2.9,1.9,14.5,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7575","John Starks","SG",33,"GSW",50,50,33.7,5.4,14.6,37,1.6,5.4,0,3.8,9.2,41.6,1.5,2,74,0.7,2.6,3.3,4.7,1.4,0.1,1.7,2.7,13.8,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7576","Vladimir Stepania","C",22,"SEA",23,6,13.6,2.3,5.4,42.4,0,0.1,0,2.3,5.3,43.4,0.9,1.7,52.5,1.2,2.1,3.3,0.5,0.4,1,1.4,2.5,5.5,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7577","Michael Stewart","C",23,"TOR",42,2,9.4,0.5,1.3,41.5,0,0,0,0.5,1.3,41.5,0.4,0.6,68,1,1.3,2.4,0.1,0.1,0.7,0.3,1.8,1.5,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7578","Bryant Stith","SG",28,"DEN",46,32,26,2.5,6.3,39.3,0.7,2.3,0,1.8,4,45.1,1.3,1.5,85.9,0.7,1.7,2.3,1.8,0.6,0.3,1,1.4,7,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7579","John Stockton","PG",36,"UTA",50,50,28.2,4,8.2,48.8,0.3,1,0,3.7,7.2,51.1,2.7,3.4,81.1,0.6,2.3,2.9,7.5,1.6,0.3,2.2,2.1,11.1,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7580","Peja Stojakovic","SF",21,"SAC",48,1,21.4,2.9,7.8,37.8,1.2,3.7,0,1.8,4.1,43.1,1.3,1.5,85.1,0.9,2.1,3,1.5,0.9,0.1,1.1,0.9,8.4,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7581","Damon Stoudamire","PG",25,"POR",50,50,33.5,5,12.6,39.6,0.9,2.8,0,4.1,9.7,42.1,1.8,2.4,73,0.8,2.5,3.3,6.2,1,0.1,2.2,1.6,12.6,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7582","Erick Strickland","SG",25,"DAL",33,2,17.2,2.7,6.7,40.3,0.5,1.8,0,2.2,4.9,43.8,1.6,2,81.5,0.4,2.2,2.5,1.9,1.2,0.1,1.1,1.3,7.5,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7583","Mark Strickland","PF",28,"MIA",32,1,11.2,1.6,3.2,49.5,0,0,0,1.6,3.1,50,0.6,0.8,73.1,0.8,1.6,2.4,0.3,0.2,0.3,0.4,0.9,3.7,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7584","Rod Strickland","PG",32,"WAS",44,43,37.1,5.7,13.7,41.6,0.3,1,0,5.4,12.8,42.6,4,5.4,74.6,1.3,3.5,4.8,9.9,1.7,0.1,3.2,2.1,15.7,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7585","Derek Strong","PF",30,"ORL",44,0,15.8,1.7,4.1,42.2,0,0,0,1.7,4,42.7,1.6,2.3,71.7,1.5,2.2,3.7,0.4,0.3,0.2,0.8,1.5,5.1,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7586","Bruno Sundov","C",18,"DAL",3,0,3.7,0.7,2.3,28.6,0,0,0,0.7,2.3,28.6,0,0,0,0,0,0,0.3,0,0,0.3,1.3,1.3,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7587","Bob Sura","PG",25,"CLE",50,6,16.8,1.4,4.2,33.3,0.2,0.9,0,1.2,3.3,37,1.3,2.1,63.1,0.4,1.6,2,3,0.9,0.3,1.3,2,4.3,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7588","Johnny Taylor","SF",24,"DEN",36,9,20.1,2.3,5.5,41.4,0.7,1.9,0,1.6,3.6,43.1,0.5,0.6,73.9,0.8,2,2.8,0.7,0.8,0.5,0.9,2.7,5.8,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7589","Maurice Taylor","PF",22,"LAC",46,45,32.7,6.8,14.7,46.1,0,0.1,0,6.7,14.5,46.3,3.3,4.5,72.8,2.2,3.1,5.3,1.5,0.3,0.6,2.6,3.9,16.8,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7590","John Thomas","C",23,"TOR",39,11,15.2,1.8,3.2,57.7,0,0,0,1.8,3.1,58.2,0.7,1.2,56.3,1.7,1.8,3.4,0.4,0.4,0.2,0.5,2.1,4.3,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7591","Kurt Thomas","PF",26,"NYK",50,44,23.6,3.4,7.4,46.2,0,0,0,3.4,7.3,46.3,1.3,2.2,61.1,1.6,4.1,5.7,1.1,0.9,0.3,1.5,3.2,8.1,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7592","Tim Thomas","SF",21,"TOT",50,26,16.2,2.6,5.6,47.3,0.4,1.4,0,2.2,4.2,52.6,1.5,2.2,65.2,1,1.5,2.5,0.9,0.5,0.2,0.9,2.1,7.2,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7593","Otis Thorpe","PF",36,"WAS",49,38,31.4,4.9,9,54.5,0,0,0,4.9,8.9,54.8,1.5,2.2,69.8,2,4.9,6.8,2.1,0.9,0.4,1.8,4,11.3,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7594","Robert Traylor","C",21,"MIL",49,43,16,2.2,4.1,53.7,0,0,0,2.2,4.1,54,0.9,1.6,53.8,1.6,2.1,3.7,0.8,0.9,0.9,0.9,2.9,5.3,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7595","Gary Trent","PF",24,"DAL",45,23,30.3,6.4,13.4,47.7,0,0.1,0,6.4,13.3,48.1,3.2,5.2,61.7,2.8,5,7.8,1.7,0.6,0.5,1.5,2.7,16,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7596","Nick Van Exel","PG",27,"DEN",50,50,36,6.1,15.4,39.8,1.4,4.7,0,4.7,10.7,43.7,2.8,3.5,81.1,0.3,2,2.3,7.4,0.8,0.1,2.4,1.8,16.5,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7597","Keith Van Horn","PF",23,"NJN",42,42,37.5,7.7,17.9,42.8,0.4,1.3,0,7.3,16.6,43.8,6.1,7.1,85.9,2.7,5.8,8.5,1.5,1,1.3,3.2,3.2,21.8,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7598","David Vaughn","PF",25,"NJN",10,0,10.3,1.3,2.4,54.2,0,0,0,1.3,2.4,54.2,0.8,1,80,1.3,2.1,3.4,0.1,0.2,0.8,1.1,2.2,3.4,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7599","Jacque Vaughn","PG",23,"UTA",19,0,4.6,0.6,1.6,36.7,0.1,0.4,0,0.5,1.2,40.9,1.1,1.3,83.3,0.1,0.5,0.6,0.6,0.3,0,0.7,0.7,2.3,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7600","Loy Vaught","PF",30,"DET",37,10,13,1.6,4.2,38.1,0,0,0,1.6,4.2,38.3,0.2,0.4,64.3,1,3,3.9,0.3,0.4,0.2,0.5,1.5,3.4,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7601","Stojko Vrankovic","C",35,"LAC",2,0,6,0.5,2,25,0,0,0,0.5,2,25,0,0,0,2,1,3,0,0,0,0,1,1,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7602","Antoine Walker","PF",22,"BOS",42,41,36.9,7.2,17.5,41.2,1.5,4.2,0,5.7,13.3,42.6,2.7,4.8,55.9,2.5,6,8.5,3.1,1.5,0.7,2.8,3.4,18.7,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7603","Samaki Walker","PF",22,"DAL",39,2,14.6,2.3,4.9,46.3,0,0,0,2.3,4.8,46.6,1.4,2.5,54.1,1.2,2.5,3.7,0.2,0.2,0.4,0.9,2.2,5.9,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7604","Ben Wallace","C",24,"WAS",46,16,26.8,2.5,4.3,57.8,0,0,0,2.5,4.3,57.8,1,2.9,35.6,3,5.4,8.3,0.4,1.1,2,0.8,2.4,6,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7605","John Wallace","SF",24,"TOR",48,3,16.9,3.2,7.4,43.2,0,0,0,3.2,7.4,43.2,2.2,3.1,70,1.1,2.4,3.6,1,0.3,0.9,1.5,1.9,8.6,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7606","Rasheed Wallace","PF",24,"POR",49,18,28.9,4.9,9.7,50.8,0.3,0.6,0,4.7,9.1,51.5,2.7,3.7,73.2,1.2,3.8,4.9,1.2,1,1.1,1.6,3.6,12.8,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7607","Rex Walters","SG",28,"MIA",33,13,15.3,1.1,2.9,36.8,0.4,1.2,0,0.7,1.7,40.4,0.6,0.7,82.6,0.3,1.2,1.5,1.8,0.3,0.1,1,1.9,3.1,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7608","Charlie Ward","PG",28,"NYK",50,50,31.1,2.7,6.7,40.4,1.1,3,0,1.6,3.7,44.3,1.1,1.6,70.5,0.5,3,3.4,5.4,2.1,0.2,2.6,2.1,7.6,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7609","Eric Washington","SG",24,"DEN",38,6,20,1.9,4.8,39.7,1,2.6,0,0.9,2.3,41.4,0.6,0.8,68.8,0.9,1.4,2.3,0.8,0.7,0.5,0.9,2.3,5.4,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7610","Jamie Watson","SF",26,"MIA",3,0,6,0.3,0.7,50,0,0,0,0.3,0.7,50,0,0,0,0,0.3,0.3,0.3,0,0,0.3,0.3,0.7,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7611","Clarence Weatherspoon","SF",28,"MIA",49,3,21.2,2.9,5.4,53.4,0,0,0,2.9,5.4,53.4,2.3,2.9,80.4,1.5,3.5,5,0.7,0.6,0.3,1.2,2.2,8.1,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7612","Chris Webber","PF",25,"SAC",42,42,40.9,9,18.5,48.6,0.1,0.8,0,8.9,17.7,50.3,1.9,4.1,45.4,3.5,9.4,13,4.1,1.4,2.1,3.5,3.5,20,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7613","Bonzi Wells","SF",22,"POR",7,0,5,1.6,2.9,55,0.1,0.4,0,1.4,2.4,58.8,1.1,2.6,44.4,0.6,0.7,1.3,0.4,0.1,0.1,0.9,0.7,4.4,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7614","Bill Wennington","C",35,"CHI",38,3,11.9,1.6,4.7,34.8,0,0,0,1.6,4.7,34.5,0.5,0.6,81.8,0.5,1.6,2.1,0.5,0.3,0.3,0.4,2.1,3.8,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7615","David Wesley","PG",28,"CHH",50,50,37,4.9,10.9,44.6,1.2,3.4,0,3.6,7.5,48.5,3.2,3.8,83.2,0.5,2.8,3.2,6.4,2,0.2,2.8,2.6,14.1,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7616","Doug West","SG",31,"VAN",14,2,21,2.2,4.6,47.7,0,0.1,0,2.2,4.5,49.2,1.4,1.8,76,0.4,1.4,1.8,1.4,1.1,0.5,0.9,2.7,5.8,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7617","Mark West","C",38,"ATL",49,0,10.2,0.4,1.2,37.3,0,0,0,0.4,1.2,37.3,0.3,0.9,35.6,1,1.6,2.6,0.3,0.1,0.4,0.3,1.7,1.2,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7618","DeJuan Wheat","PG",25,"VAN",46,0,12.8,1.6,4.2,37.8,0.5,1.3,0,1.1,2.9,38.3,0.9,1.2,72.7,0.2,0.7,1,2.2,0.6,0,1,1.3,4.5,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7619","Tyson Wheeler","PG",23,"DEN",1,0,3,1,1,100,1,1,0,0,0,0,1,2,50,0,0,0,2,0,0,0,1,4,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7620","Jahidi White","PF",22,"WAS",20,0,9.6,0.9,1.6,53.1,0,0,0,0.9,1.6,53.1,0.8,1.8,42.9,1.2,1.8,2.9,0.1,0.2,0.6,0.8,2,2.5,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7621","Chris Whitney","PG",27,"WAS",39,1,11.3,1.6,4,41,0.8,2.4,0,0.8,1.6,52.5,0.7,0.8,87.1,0.2,1,1.2,1.8,0.5,0.1,0.9,1.3,4.8,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7622","Dominique Wilkins","SF",39,"ORL",27,2,9.3,1.9,4.9,37.9,0.2,0.7,0,1.7,4.2,39.8,1.1,1.6,69,1.1,1.5,2.6,0.6,0.1,0,0.9,0.7,5,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7623","Gerald Wilkins","SG",35,"ORL",3,0,9.3,0,3,0,0,0,0,0,3,0,0.7,0.7,100,0,0.3,0.3,0.3,0,0,1,1,0.7,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7624","Aaron Williams","PF",27,"SEA",40,2,11.5,1.3,3.1,42.3,0,0,0,1.3,3.1,42.6,1.4,1.9,73,1.4,1.9,3.2,0.6,0.4,0.6,0.8,1.9,4,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7625","Alvin Williams","PG",24,"TOR",50,45,21,1.9,4.7,40.1,0.3,0.8,0,1.6,3.9,41.5,0.9,1,84.6,0.4,1.3,1.6,2.6,1,0.2,1.1,1.9,5,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7626","Brandon Williams","SG",23,"SAS",3,0,1.3,0,0,0,0,0,0,0,0,0,0.7,1.3,50,0.3,0,0.3,0,0,0,0,0,0.7,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7627","Eric Williams","SF",26,"DEN",38,8,20.5,2.1,5.8,36.5,0.2,0.7,0,1.9,5.1,38.3,2.9,3.7,79.9,0.9,1.2,2.1,1,0.7,0.2,1.3,2,7.3,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7628","Herb Williams","C",40,"NYK",6,0,5.7,0.7,1.3,50,0,0,0,0.7,1.3,50,0.3,0.3,100,0.5,0.5,1,0,0,0.3,0.3,0.3,1.7,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7629","Hot Rod Williams","C",36,"DAL",25,11,16.1,0.4,1.3,33.3,0,0,0,0.4,1.3,33.3,0.3,0.4,70,1.4,1.9,3.3,0.6,0.5,0.7,0.5,2,1.2,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
