"","player","pos","age","bref_team_id","g","gs","mp","fg","fga","fg.","x3p","x3pa","x3p.","x2p","x2pa","x2p.","ft","fta","ft.","orb","drb","trb","ast","stl","blk","tov","pf","pts","table_name","season","data_source","scrape_time"
"7630","Jason Williams","PG",23,"SAC",50,50,36.1,4.6,12.3,37.4,2,6.5,0,2.6,5.9,44.6,1.6,2.1,75.2,0.3,2.8,3.1,6,1.9,0,2.9,1.8,12.8,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7631","Jayson Williams","C",30,"NJN",30,30,34,3.2,7.3,44.5,0,0.1,0,3.2,7.2,44.9,1.6,2.8,56.5,4.9,7.1,12,1.1,0.8,2,1.5,4.2,8.1,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7632","Jerome Williams","PF",25,"DET",50,10,23.1,2.5,5,50,0,0,0,2.5,5,50,2.1,3.2,67.3,3.2,3.8,7,0.5,1.3,0.1,0.8,2.2,7.1,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7633","Micheal Williams","PG",32,"TOR",2,0,7.5,0.5,2.5,20,0,0,0,0.5,2.5,20,0,0,0,0.5,0,0.5,0,0,0,0.5,0.5,1,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7634","Monty Williams","SF",27,"DEN",1,0,6,0,2,0,0,0,0,0,2,0,1,2,50,0,0,0,0,0,0,0,0,1,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7635","Scott Williams","C",30,"TOT",7,0,6.6,0.7,2.4,29.4,0,0,0,0.7,2.4,29.4,0.6,1,57.1,0.4,1.6,2,0.1,0.4,0.3,0.6,1.3,2,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7636","Shammond Williams","PG",23,"ATL",2,0,2,0,0.5,0,0,0,0,0,0.5,0,1.5,2,75,0,0,0,0.5,0,0,0,0,1.5,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7637","Travis Williams","SF",29,"CHH",8,0,7.8,0.8,1.6,46.2,0,0,0,0.8,1.6,46.2,0.4,0.5,75,0.8,1.6,2.4,0.3,0.3,0.1,0.8,1.3,1.9,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7638","Walt Williams","SF",28,"POR",48,16,21.8,3.1,7.2,42.4,1.3,3,0,1.8,4.2,41.4,1.9,2.2,83.2,0.8,2.2,3,1.7,0.8,0.6,1.3,2.1,9.3,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7639","Corliss Williamson","SF",25,"SAC",50,50,27.5,5.4,11.1,48.5,0,0.1,0,5.4,11,48.7,2.4,3.8,63.8,1.7,2.4,4.1,1.3,0.6,0.2,1.5,2.4,13.2,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7640","Kevin Willis","C",36,"TOR",42,38,29,4.5,10.6,41.8,0,0,0,4.5,10.6,42,3.1,3.7,83.9,2.6,5.7,8.3,1.6,0.7,0.7,2,3.2,12,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7641","David Wingate","SG",35,"NYK",20,0,4.6,0.4,0.8,43.8,0,0,0,0.4,0.8,43.8,0,0,0,0.2,0.3,0.4,0.3,0.2,0,0.3,0.5,0.7,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7642","Trevor Winter","C",25,"MIN",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,5,0,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7643","Joe Wolf","PF",34,"CHH",3,0,4,0,0.3,0,0,0,0,0,0.3,0,0,0.7,0,0,0.3,0.3,0,0,0,0,2,0,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7644","Haywoode Workman","PG",33,"MIL",29,29,28.1,2.5,5.9,42.9,0.6,1.6,0,1.9,4.2,45.5,1.3,1.6,78.7,0.5,3,3.5,5.9,1.1,0,2.2,1.8,6.9,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7645","Lorenzen Wright","C",23,"LAC",48,15,23.6,2.5,5.4,45.8,0,0,0,2.5,5.4,45.9,1.7,2.4,69.2,3,4.6,7.5,0.7,0.5,0.8,1,3.4,6.6,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7646","Korleone Young","SF",20,"DET",3,0,5,1.7,3.3,50,0.3,1.3,0,1.3,2,66.7,0.7,0.7,100,0.7,0.7,1.3,0.3,0,0,0.3,1,4.3,"player_per_game_total","1998-1999","Basketball-Reference",2014-11-26 10:35:39
"7647","Mahmoud Abdul-Rauf","PG",28,"SAC",31,0,17.1,3.3,8.8,37.7,0.2,1,0,3.2,7.8,40.5,0.5,0.5,100,0.2,1,1.2,1.9,0.5,0,0.6,1,7.3,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7648","Tariq Abdul-Wahad","SG",23,"SAC",59,16,16.3,2.4,6.1,40.3,0.1,0.3,0,2.4,5.7,41.4,1.4,2.1,67.2,0.7,1.2,2,0.9,0.6,0.2,1.1,1.4,6.4,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7649","Shareef Abdur-Rahim","SF",21,"VAN",82,82,36,8,16.4,48.5,0.3,0.6,0,7.7,15.8,48.8,6.1,7.8,78.4,2.8,4.3,7.1,2.6,1.1,0.9,3.1,2.5,22.3,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7650","Cory Alexander","PG",24,"TOT",60,22,21.6,2.9,6.7,42.8,1.1,2.9,0,1.8,3.7,46.9,1.3,1.7,78.4,0.3,2.2,2.4,3.5,1.2,0.2,1.9,1.6,8.1,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7651","Ray Allen","SG",22,"MIL",82,82,40.1,6.9,16,42.8,1.6,4.5,0,5.2,11.5,45.3,4.2,4.8,87.5,1.5,3.4,4.9,4.3,1.4,0.1,3.2,3,19.5,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7652","Derek Anderson","SF",23,"CLE",66,13,27.9,3.6,8.9,40.8,0.3,1.3,0,3.4,7.6,44.2,4.2,4.8,87.3,0.8,2,2.8,3.4,1.3,0.2,1.9,2.1,11.7,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7653","Greg Anderson","C",33,"ATL",50,0,8,0.7,1.6,44.4,0,0.1,0,0.7,1.5,47.4,0.3,0.8,39,0.8,1.6,2.4,0.3,0.4,0.2,0.3,1.7,1.8,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7654","Kenny Anderson","PG",27,"TOT",61,56,30.5,4.4,11,39.8,0.9,2.6,0,3.5,8.4,41.1,2.5,3.2,78.9,0.6,2.2,2.8,5.7,1.4,0,2.3,2.2,12.2,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7655","Nick Anderson","SF",30,"ORL",58,44,29.3,5.9,13,45.5,1.3,3.7,0,4.6,9.3,49.3,2.2,3.4,63.8,1.7,3.4,5.1,2.1,1.2,0.4,1.5,1.7,15.3,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7656","Shandon Anderson","SG",24,"UTA",82,2,19.5,3.3,6.1,53.8,0.1,0.4,0,3.2,5.7,56,1.7,2.3,73.5,1,1.7,2.8,1.1,0.8,0.2,1.1,1.8,8.3,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7657","Chris Anstey","C",23,"DAL",41,8,16.6,2.2,5.6,39.8,0.1,0.4,0,2.2,5.2,41.4,1.3,1.8,71.6,1.3,2.5,3.8,0.9,0.8,0.7,1,2.3,5.9,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7658","Greg Anthony","PG",30,"SEA",80,0,12.8,1.9,4.4,43,0.8,2,0,1.1,2.4,44.2,0.7,1,66.3,0.2,1.2,1.4,2.6,0.8,0,1.1,1.2,5.2,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7659","B.J. Armstrong","PG",30,"TOT",66,0,12.6,1.6,3.2,49.3,0.1,0.5,0,1.5,2.7,53.9,0.6,0.8,84,0.2,0.9,1.2,2.3,0.4,0,0.6,1.1,4,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7660","Darrell Armstrong","PG",29,"ORL",48,17,25.8,3.3,7.9,41.1,0.5,1.4,0,2.7,6.5,42,2.2,2.6,85.4,1.4,2,3.3,4.9,1.2,0.1,2.3,2,9.2,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7661","Vincent Askew","SG",31,"POR",30,5,14.8,0.6,1.8,35.2,0,0.1,0,0.6,1.7,36.5,0.9,1.3,71.8,0.7,1.6,2.3,1.3,0.6,0.2,1.2,1.3,2.2,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7662","Keith Askins","SF",30,"MIA",46,12,14.8,0.8,2.7,32,0.5,1.6,0,0.4,1,37.5,0.3,0.4,63.2,0.6,1.6,2.2,0.6,0.6,0.3,0.6,2.3,2.4,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7663","Stacey Augmon","SG",29,"POR",71,23,20.4,2.2,5.2,41.4,0,0.1,0,2.2,5.1,41.9,1.3,2.2,60.3,1.5,1.8,3.3,1.2,0.8,0.5,1.1,2,5.7,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7664","Isaac Austin","C",28,"TOT",78,50,29.1,5.2,11.2,46.6,0,0.1,0,5.2,11.1,47,3.1,4.7,66.9,2.6,4.6,7.1,2.2,0.8,0.7,2.6,3,13.5,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7665","Vin Baker","C",26,"SEA",82,82,35.9,7.7,14.2,54.2,0,0.1,0,7.7,14.1,54.5,3.8,6.4,59.1,3.5,4.5,8,1.9,1.1,1,2.1,3.4,19.2,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7666","Charles Barkley","PF",34,"HOU",68,41,33,5.3,10.9,48.5,0.3,1.2,0,5,9.7,52,4.4,5.8,74.6,3.5,8.1,11.7,3.2,1,0.4,2.2,2.8,15.2,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7667","Dana Barros","PG",30,"BOS",80,15,21.1,3.5,7.6,46.1,1.3,3.1,0,2.3,4.5,49.9,1.5,1.8,84.7,0.4,1.6,1.9,3.6,1,0.1,1.3,1.6,9.8,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7668","Brent Barry","SG",26,"TOT",58,36,27.6,3.7,8.7,42.1,1.6,3.9,0,2.1,4.8,44.4,2,2.3,85.8,0.5,2.4,2.9,2.6,1.1,0.5,1.8,2,10.9,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7669","Drew Barry","PG",24,"ATL",27,0,9.5,0.7,1.4,47.4,0.3,0.8,0,0.3,0.6,52.9,0.4,0.5,84.6,0.2,1.1,1.3,1.8,0.4,0,1.1,1,2.1,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7670","Jon Barry","SG",28,"LAL",49,1,7.6,0.8,2.1,36.5,0.4,1.2,0,0.4,0.9,46.5,0.6,0.6,93.1,0.2,0.6,0.8,1,0.5,0.1,0.4,0.7,2.5,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7671","Tony Battie","PF",21,"DEN",65,49,23.2,3.6,8.1,44.6,0,0.2,0,3.6,7.9,45.2,1.1,1.6,70.2,2.1,3.3,5.4,0.9,0.8,1.1,1.5,3.1,8.4,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7672","Corey Beck","PG",26,"CHH",59,14,12.5,1.2,2.7,45.9,0,0.1,0,1.2,2.6,45.8,0.7,1,72.9,0.5,1.1,1.5,1.7,0.6,0.1,1.2,1.7,3.2,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7673","Benoit Benjamin","C",33,"PHI",14,0,14.1,1.6,2.9,53.7,0,0,0,1.6,2.9,53.7,1.4,2.1,63.3,1.3,2.5,3.8,0.2,0.3,0.3,0.9,1.9,4.5,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7674","Mario Bennett","PF",24,"LAL",45,4,7.9,1.8,3,59.3,0,0,0,1.8,3,59.4,0.4,1,36.4,1.3,1.5,2.8,0.4,0.4,0.2,0.5,1.4,3.9,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7675","David Benoit","SF",29,"TOT",77,0,14.6,2,5.3,37.3,0.7,2.2,0,1.3,3.1,40.8,0.8,1,82.4,0.8,1.9,2.6,0.3,0.5,0.3,0.7,2,5.5,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7676","Travis Best","PG",25,"IND",82,0,18.9,2.5,5.9,41.9,0.3,0.9,0,2.2,5,43.9,1.4,1.6,85.5,0.3,1.1,1.5,3.4,1,0.1,1.4,2.4,6.5,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7677","Chauncey Billups","PG",21,"TOT",80,70,27.7,3.5,9.4,37.4,1.3,4.1,0,2.2,5.3,40.8,2.8,3.3,85,0.8,1.6,2.4,3.9,1.3,0.1,2.2,2.2,11.2,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7678","Mookie Blaylock","PG",30,"ATL",70,69,38.6,5.3,13.4,39.2,1.3,4.8,0,4,8.6,46,1.4,1.9,70.9,1.2,3.7,4.9,6.7,2.6,0.3,2.5,1.7,13.2,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7679","Corie Blount","PF",29,"LAL",70,3,14.7,1.5,2.7,57.2,0,0.1,0,1.5,2.6,58.5,0.6,1.1,50,1.6,2.6,4.3,0.5,0.4,0.4,0.7,2.2,3.6,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7680","Muggsy Bogues","PG",33,"TOT",61,31,25.7,2.3,5.3,43.7,0.1,0.3,0,2.2,5,44.6,1,1.1,89.7,0.5,1.7,2.2,5.4,1.1,0,1.7,1,5.7,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7681","Etdrick Bohannon","PF",24,"IND",5,0,2.2,0,0.8,0,0,0,0,0,0.8,0,0,0,0,0.4,0.8,1.2,0.2,0,0.4,0.6,0.6,0,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7682","Keith Booth","SF",23,"CHI",6,0,2.8,0.3,1,33.3,0,0.2,0,0.3,0.8,40,1,1,100,0.3,0.3,0.7,0.2,0,0,0.5,0.5,1.7,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7683","Bruce Bowen","SF",26,"BOS",61,9,21.4,2,4.9,40.9,0.3,1,0,1.7,3.9,42.7,1.2,2,62.3,1.3,1.6,2.9,1.3,1.4,0.5,0.9,2.9,5.6,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7684","Anthony Bowie","SG",34,"NYK",27,3,8.3,1.2,2.2,54.2,0.1,0.1,0,1.1,2,52.7,0.3,0.3,88.9,0.3,0.6,1,0.4,0.2,0.1,0.3,0.9,2.8,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7685","Shawn Bradley","C",25,"DAL",64,46,28.5,4.7,11.1,42.2,0,0,0,4.7,11.1,42.2,2,2.8,72.2,2.6,5.5,8.1,0.9,0.8,3.3,1.5,3.3,11.4,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7686","Terrell Brandon","PG",27,"MIL",50,48,35.7,6.8,14.6,46.4,0.6,1.9,0,6.2,12.8,48.3,2.6,3.1,84.6,0.5,3.1,3.5,7.7,2.2,0.3,2.9,2.4,16.8,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7687","Tim Breaux","SF",27,"MIL",6,0,5,0.7,1.8,36.4,0.2,0.5,0,0.5,1.3,37.5,0.2,0.3,50,0,0.3,0.3,0.3,0.3,0.2,0.2,0.2,1.7,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7688","Scott Brooks","PG",32,"CLE",43,0,7.3,0.7,1.5,42.4,0.1,0.3,0,0.5,1.3,41.8,0.4,0.5,90,0.1,0.6,0.7,1.1,0.4,0.1,0.3,0.6,1.8,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7689","Chucky Brown","SF",29,"ATL",77,8,15.6,2.1,4.8,43.3,0,0.1,0,2.1,4.7,43.7,0.8,1.1,72.4,0.7,1.6,2.4,0.7,0.3,0.2,0.7,1.3,5,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7690","Dee Brown","SG",29,"TOT",72,12,23.9,3.4,7.8,43.8,1.5,3.8,0,1.9,4,47.4,0.8,1,81.7,0.3,1.8,2.1,2.1,1.1,0.3,1,1.7,9.1,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7691","P.J. Brown","PF",28,"MIA",74,74,31.9,3.8,8,47.1,0,0,0,3.8,8,47.1,2,2.7,76.6,3.2,5.4,8.6,1.4,0.9,1.3,1.3,3.6,9.6,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7692","Randy Brown","PG",29,"CHI",71,6,16.2,1.6,4.3,38.4,0,0.1,0,1.6,4.2,39.1,0.8,1.1,71.8,0.5,0.8,1.3,2.1,1,0.2,0.9,1.7,4.1,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7693","Rick Brunson","PG",25,"POR",38,10,16.4,1.3,3.7,34.8,0.6,1.6,0,0.7,2.1,33.8,1.1,1.6,67.7,0.4,1.1,1.5,2.6,0.7,0.1,1.4,1.4,4.3,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7694","Kobe Bryant","SG",19,"LAL",79,1,26,4.9,11.6,42.8,0.9,2.8,0,4,8.8,45.6,4.6,5.8,79.4,1,2.1,3.1,2.5,0.9,0.5,2,2.3,15.4,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7695","Mark Bryant","C",32,"PHO",70,22,15.9,1.6,3.2,48.4,0,0,0,1.6,3.2,48.7,1,1.4,76.8,1.3,2.2,3.5,0.7,0.5,0.2,0.8,2.6,4.2,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7696","Jud Buechler","SF",29,"CHI",74,0,8.2,1.1,2.4,48.3,0.3,0.9,0,0.8,1.5,54.1,0,0.1,50,0.3,0.7,1,0.7,0.3,0.2,0.3,0.6,2.7,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7697","Matt Bullard","SF",30,"HOU",67,24,17.8,2.6,5.8,45,1.4,3.4,0,1.2,2.4,50,0.3,0.4,74.1,0.4,1.8,2.2,0.9,0.5,0.4,0.6,1.6,7,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7698","Scott Burrell","SF",27,"CHI",80,3,13.7,2,4.7,42.4,0.6,1.8,0,1.4,2.9,46.8,0.6,0.8,73.4,1,1.5,2.5,0.8,0.8,0.5,0.6,1.6,5.2,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7699","Willie Burton","SF",29,"SAS",13,0,3.3,0.6,1.6,38.1,0.2,0.7,0,0.4,0.9,41.7,0.6,0.9,66.7,0.2,0.5,0.7,0.1,0.2,0.2,0.1,0.5,2.1,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7700","Mitchell Butler","SG",27,"CLE",18,0,11.4,0.8,2.6,31.9,0.1,0.3,0,0.8,2.3,34.1,0.3,0.6,60,0.3,0.9,1.2,1,0.4,0,0.4,1.4,2.1,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7701","Jason Caffey","PF",24,"TOT",80,14,17.8,2.8,5.8,48.5,0,0,0,2.8,5.8,48.7,1.6,2.5,65.5,2,2.3,4.3,0.8,0.3,0.3,1.3,2.3,7.3,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7702","Michael Cage","C",36,"NJN",79,17,15.2,0.5,1.1,51.2,0,0,0,0.5,1.1,51.8,0.3,0.5,55.6,1.5,2.4,3.9,0.4,0.6,0.6,0.3,1.3,1.3,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7703","Adrian Caldwell","PF",31,"DAL",1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7704","Marcus Camby","C",23,"TOR",63,58,31.8,4.9,11.9,41.2,0,0,0,4.9,11.8,41.3,2.4,3.9,61.1,3.2,4.2,7.4,1.8,1.1,3.7,2.1,3.2,12.1,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7705","Elden Campbell","PF",29,"LAL",81,28,22,3.6,7.7,46.3,0,0,0,3.6,7.7,46.3,2.9,4.2,69.3,1.8,3.9,5.6,1,0.4,1.3,1.4,2.6,10.1,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7706","Antoine Carr","PF",36,"UTA",66,8,16.5,2.3,4.9,46.5,0,0,0,2.3,4.9,46.5,1.2,1.5,77.6,0.6,1.3,2,0.7,0.2,0.8,0.7,3,5.7,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7707","Chris Carr","SG",23,"MIN",51,40,22.8,3.7,8.9,42,0.8,2.5,0,2.9,6.4,46.2,1.6,1.9,84.8,0.8,2.2,3,1.7,0.3,0.2,1.4,2.5,9.9,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7708","Sam Cassell","PG",28,"NJN",75,72,34.7,6.8,15.4,44.1,0.2,1.1,0,6.6,14.3,46,5.8,6.8,86,1,2.1,3,8,1.6,0.3,3.6,3.5,19.6,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7709","Kelvin Cato","C",23,"POR",74,8,13.6,1.3,3.1,42.8,0,0,0,1.3,3.1,43.4,1.2,1.7,68.8,1.2,2.2,3.4,0.3,0.4,1.3,0.6,2.2,3.8,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7710","Duane Causwell","C",29,"MIA",37,2,9.8,1,2.4,41.6,0,0,0,1,2.4,41.6,0.4,0.7,57.7,0.8,1.9,2.7,0.1,0.2,0.7,0.5,2,2.4,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7711","Cedric Ceballos","SF",28,"TOT",47,25,21.1,4.3,8.8,49.2,0.4,1.5,0,3.9,7.3,53,2.3,3.1,73.8,1.6,3.1,4.7,1.3,0.7,0.3,1.5,1.9,11.4,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7712","Tom Chambers","PF",38,"PHI",1,0,10,2,2,100,0,0,0,2,2,100,2,2,100,0,2,2,0,2,0,1,2,6,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7713","Rex Chapman","SG",30,"PHO",68,67,33.3,6,14.1,42.7,1.8,4.6,0,4.2,9.5,44.7,2.1,2.8,78.1,0.4,2.1,2.5,3,1,0.2,1.7,1.5,15.9,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7714","Calbert Cheaney","SG",26,"WAS",82,82,34.6,5.5,12,45.7,0.2,0.6,0,5.3,11.3,46.7,1.7,2.6,64.7,1,3,4,2.1,1.2,0.4,1.3,3.2,12.8,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7715","Pete Chilcutt","PF",29,"VAN",82,0,17.3,1.9,4.4,43.5,0.7,1.6,0,1.2,2.8,44.5,0.5,0.7,66.1,0.9,2.8,3.7,1.3,0.6,0.5,0.8,1.9,4.9,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7716","Chris Childs","PG",30,"NYK",68,0,23.5,2.2,5.2,42.1,0.4,1.3,0,1.8,3.9,45.7,1.5,1.9,82.5,0.4,2,2.4,3.9,0.8,0.1,1.5,2.6,6.3,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7717","Doug Christie","SG",27,"TOR",78,78,37.7,5.9,13.7,42.8,1.3,3.9,0,4.6,9.8,46.9,3.5,4.2,82.9,1.2,4,5.2,3.6,2.4,0.7,2.9,2.5,16.5,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7718","Keith Closs","C",21,"LAC",58,1,12.8,1.6,3.6,44.9,0,0,0,1.6,3.6,44.9,0.8,1.3,59.7,1.1,1.8,2.9,0.3,0.2,1.4,0.7,1.3,4,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7719","Derrick Coleman","PF",30,"PHI",59,58,36.2,6,14.7,41.1,0.4,1.7,0,5.6,13,42.9,5.1,6.6,77.2,2.5,7.4,9.9,2.5,0.8,1.2,2.7,2.4,17.6,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7720","Bimbo Coles","PG",29,"GSW",53,44,27.8,3.1,8.3,37.9,0.2,1.1,0,2.9,7.2,40.2,1.5,1.7,88.6,0.3,2,2.3,4.7,1,0.2,1.7,2.5,8,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7721","James Collins","SG",24,"LAC",23,0,4.5,0.9,2.4,38.2,0.4,0.9,0,0.5,1.5,34.3,0.3,0.6,57.1,0.3,0.3,0.6,0.1,0.3,0.1,0.3,0.5,2.6,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7722","Marty Conlon","C",30,"MIA",18,0,11.6,1.6,3.4,45.2,0,0,0,1.6,3.4,45.2,1.8,2.4,72.7,0.9,1.7,2.6,0.7,0.5,0.3,0.6,1.5,4.9,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7723","Tyrone Corbin","SF",35,"ATL",79,79,34.2,4.2,9.5,43.9,0.6,1.8,0,3.5,7.7,46,1.3,1.6,78.9,1,3.6,4.6,2.2,1.3,0.1,1.1,2.5,10.2,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7724","James Cotton","SG",22,"SEA",9,0,3.7,0.9,2.3,38.1,0,0.4,0,0.9,1.9,47.1,0.9,1,88.9,0.2,0.4,0.7,0,0.1,0.1,0.7,0.3,2.7,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7725","Chris Crawford","PF",22,"ATL",40,0,6.4,1.2,2.8,41.8,0,0.1,0,1.1,2.7,42.1,1.4,1.7,83.8,0.5,0.5,1,0.2,0.3,0.2,0.5,0.7,3.8,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7726","Austin Croshere","PF",22,"IND",26,0,9.3,1.2,3.3,37.2,0.2,0.5,0,1.1,2.8,38.4,0.3,0.5,57.1,0.4,1.3,1.7,0.3,0.3,0.2,0.5,1.2,2.9,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
"7727","John Crotty","PG",28,"POR",26,2,14.6,1.1,3.5,32.2,0.2,0.8,0,0.9,2.7,32.9,1.2,1.3,94.1,0.2,1.1,1.2,2.4,0.4,0,1.6,1.1,3.7,"player_per_game_total","1997-1998","Basketball-Reference",2014-11-26 10:35:39
